Codigo;Nombre;Referencia;Categoria;Descripcion;Partida arancelaria;Marca;Modelo;Nombre impuesto;Porcentaje impuesto;Tipo impuesto;Cuenta de ingresos;Cuenta de inventario;Cuenta de costo de venta;Unidad de medida;Codigo del producto o servicio;Venta en negativo;Precio: General;Costo unitario;Cantidad inicial en bodega: Principal;Cantidad minima en bodega: Principal;Cantidad maxima en bodega: Principal;Codigo de barras;FAMILIA;GARANTIA;GAMA;FECHA DE INGRESO (dd/mm/yyyy);PROVEEDOR;NUEVO;Mostrar item en tienda;Archivo_Origen;cantidad_actual
1939;CABLE TIPO C 2 MTS 1HORA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;14000,000000;7500,000000;0.0;0.0;0.0;7503030523448;CABLES CELULAR;30 DIAS;MEDIA;07/11/2022;MATILU;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1940;CABLE IPH 2 MTS 1HORA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;14000,000000;7500,000000;0.0;0.0;0.0;7503030523486;CABLES CELULAR;30 DIAS;MEDIA;07/11/2022;MATILU;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1941;CABLE V8 2 MTS 1HORA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;14000,000000;7500,000000;0.0;0.0;0.0;7503030523387;CABLES CELULAR;30 DIAS;MEDIA;07/11/2022;MATILU;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1942;LAPIZ STYLUS TIPO APPLE PENCIL;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;110000,000000;85000,000000;0.0;0.0;0.0;25097;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;MATILU;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1943;CABLE TIPO C HASTA 120W;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;17000,000000;10500,000000;0.0;0.0;0.0;6999859013269;CABLES CELULAR;30 DIAS;MEDIA;07/11/2022;MATILU;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1944;DIADEMA BLUETOOTH TIPO SONY;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;49000,000000;37000,000000;0.0;0.0;0.0;6952150117081;SONIDO;30 DIAS;MEDIA;07/11/2022;MATILU;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1945;DIADEMA JBL TUNE 520 BT NEGRA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;179000,000000;138250,000000;0.0;0.0;0.0;050036394925;SONIDO;30 DIAS;MEDIA;07/11/2022;AMAZON;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1946;REGLETA ELECTRICA 6 PUESTOS TITANIUM;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;12000,000000;6900,000000;0.0;0.0;0.0;7707692864783;ENERGIA;30 DIAS;MEDIA;07/11/2022;ANDRES;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1947;"TODO EN UNO HP 205 G8 23.8"" RYZEN 5 5500U 8GB RAM 256SSD";;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;2380000,000000;2039000,000000;0.0;0.0;0.0;196548977321;COMPUTADORES;30 DIAS;MEDIA;07/11/2022;LEDACOM;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1948;CABLE PARA MAQUINA DE AFEITAR;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;10000,000000;4500,000000;0.0;0.0;0.0;2261;CABLES;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1949;TORRE CORE I5 3330 4GB 500GB;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;450000,000000;300000,000000;0.0;0.0;0.0;0445;COMPUTADORES;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1950;"MONITOR DELL 24"" SEGUNDA MANO";;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;270000,000000;150000,000000;0.0;0.0;0.0;4047;COMPUTADORES;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1951;CONVERTIDOR DE PLUG A 3.5 ESTEREO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;2000,000000;833,000000;0.0;0.0;0.0;21072;SONIDO;30 DIAS;MEDIA;07/11/2022;ALBERTO ABS;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1952;MULTITOMA X6 U63;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;15000,000000;10914,000000;0.0;0.0;0.0;3049;ENERGIA;30 DIAS;MEDIA;07/11/2022;ALBERTO ABS;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1953;"MONITOR LENOVO THINKPAD 19"" HDMI";;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;250000,000000;170000,000000;0.0;0.0;0.0;4054;COMPUTADORES;30 DIAS;MEDIA;07/11/2022;SEGUNDA MANO;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1954;PLAY 2 SEGUNDA MANO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;280000,000000;200000,000000;0.0;0.0;0.0;5055;GAMING;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1955;LICENCIA OFFICE 2019;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;100000,000000;140000,000000;0.0;0.0;0.0;TBAMIA524679861;COMPUTADORES;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1956;MAMORIA RAM PORTATIL DDR3 4GB ADATA 1600;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;75000,000000;59000,000000;0.0;0.0;0.0;4713435798409;ALMACENAMIENTO;30 DIAS;MEDIA;07/11/2022;MPS;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1957;MOUSE INALAMBRICO GENIUS NX-7000 BLANCO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;45000,000000;29000,000000;0.0;0.0;0.0;134679852369741;MOUSES;30 DIAS;MEDIA;07/11/2022;MPS;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1958;MOUSE INALAMBRICO GENIUS NX-7000 VERDE;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;45000,000000;29000,000000;0.0;0.0;0.0;4710268259817;MOUSES;30 DIAS;MEDIA;07/11/2022;MPS;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1959;MEMORIA RAM DDR4 8GB XPG SPECTRIX D50;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;179000,000000;125500,000000;0.0;0.0;0.0;10407181;ALMACENAMIENTO;30 DIAS;MEDIA;07/11/2022;MPS;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1960;DISCO SOLIDO EXTERNO 960 GB ADATA ANTIGOLPES;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;345000,000000;264387,000000;0.0;0.0;0.0;4710273771434;ALMACENAMIENTO;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1961;TRIPODE ESTABILIZADOR ORAIMO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;199000,000000;158000,000000;0.0;0.0;0.0;749350401661;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;MPS;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1962;SAMSUNG GALAXY A04 4GB/64GB;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;590000,000000;520000,000000;0.0;0.0;0.0;8806094561159;CELULARES Y TABLETS;30 DIAS;MEDIA;07/11/2022;MPS;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1963;SAMSUNG GALAXY A34 128GB/6GB;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;1090000,000000;933000,000000;0.0;0.0;0.0;RFCW5047S4M;CELULARES Y TABLETS;30 DIAS;MEDIA;07/11/2022;MPS;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1964;SAMSUNG GALAXY A04E;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;460000,000000;430000,000000;0.0;0.0;0.0;8806094797374;CELULARES Y TABLETS;30 DIAS;MEDIA;07/11/2022;MPS;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1965;ARO DE LUZ RGB 26 CM;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;79000,000000;60000,000000;0.0;0.0;0.0;25118;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1966;ARO DE LUZ 30 CM;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;89000,000000;70000,000000;0.0;0.0;0.0;6956186408939;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1967;ARO DE LUZ 36 CM;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;99000,000000;80000,000000;0.0;0.0;0.0;25098;REDES;30 DIAS;MEDIA;07/11/2022;DISTRIMOVIL;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1968;PILA CR2016 PANASONIC;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;3000,000000;1750,000000;0.0;0.0;0.0;8887549613982;ENERGIA;30 DIAS;MEDIA;07/11/2022;SOLUENERGIA;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1969;CABLE DE RED 6E SOLU;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;20000,000000;12000,000000;0.0;0.0;0.0;6925032022216;CABLES DE RED;30 DIAS;MEDIA;07/11/2022;SOLUENERGIA;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1970;TRIPODE WT3520 GRANDE;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;119000,000000;85000,000000;0.0;0.0;0.0;25100;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;SOLUENERGIA;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1971;NINTENDO SUP SOLU;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;49000,000000;36000,000000;0.0;0.0;0.0;3515;GAMING;30 DIAS;MEDIA;07/11/2022;SOLUENERGIA;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1972;MOUSE INALAMBRICO WIT MLI-850;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;25000,000000;13000,000000;0.0;0.0;0.0;25102;MOUSES;30 DIAS;MEDIA;07/11/2022;SOLUENERGIA;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1973;TECLADO ALAMBRICO SEISA DN-K830;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;29000,000000;17000,000000;0.0;0.0;0.0;6290132562185;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;SOLUENERGIA;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1974;AUDIFONOS MANOS LIBRES GALAXY S10;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;10000,000000;5500,000000;0.0;0.0;0.0;6999969795659;SONIDO;30 DIAS;MEDIA;07/11/2022;SOLUENERGIA;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1975;AUDIFONOS SOMSUNG M20;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;13000,000000;8500,000000;0.0;0.0;0.0;6947551287532;SONIDO;30 DIAS;MEDIA;07/11/2022;SOLUENERGIA;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1976;MANOS LIBRES M23;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;10000,000000;5500,000000;0.0;0.0;0.0;8834000001086;SONIDO;30 DIAS;MEDIA;07/11/2022;SOLUENERGIA;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1977;AUDIFONOS TWS BLUETOOTH SG-4047;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;79000,000000;60000,000000;0.0;0.0;0.0;7707478107141;SONIDO;30 DIAS;MEDIA;07/11/2022;SPEED SONG;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1978;BINOCULAR 10-70X70 BUSHNELL;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;119000,000000;88000,000000;0.0;0.0;0.0;7702202410702;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;GABRIEL CARABOBO;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1979;BINOCULARES 20X50 BUSHNELL;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;85000,000000;54000,000000;0.0;0.0;0.0;7702202320506;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;GABRIEL CARABOBO;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1980;CALCULADORA CASIO MX-12B NEGRA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;39000,000000;27000,000000;0.0;0.0;0.0;4971850032199;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;GABRIEL CARABOBO;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1981;CALCULADORA CASIO MX-12B ROSA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;39000,000000;27000,000000;0.0;0.0;0.0;4549526613791;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;GABRIEL CARABOBO;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1982;COMPUTADOR PORTATIL ACER CORE I3 4TA GEN 6 RAM 120 SSD;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;550000,000000;270000,000000;0.0;0.0;0.0;4056;COMPUTADORES;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1983;MOUSE INALAMBRICO CLASSIC JYR MIJR-008;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;29000,000000;20500,000000;0.0;0.0;0.0;573805480082;MOUSES;30 DIAS;MEDIA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1984;MOUSE GAMER DAEMON MOJR-035;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;35000,000000;25000,000000;0.0;0.0;0.0;5738057600502;MOUSES;30 DIAS;MEDIA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1985;BASE PARA PARLANTE DE PARED JYR TIJR-002;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;99000,000000;74000,000000;0.0;0.0;0.0;5738012220028;SONIDO;30 DIAS;MEDIA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1986;CAJA PARA SSD M.2 JHDD-010;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;129000,000000;95000,000000;0.0;0.0;0.0;5738014780100;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1987;TECLADO CLASSIC CON 10 TECLAS;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;32000,000000;22500,000000;0.0;0.0;0.0;5738030140216;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1988;CONTROL PS2 BOLSA NANICA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;35000,000000;24000,000000;0.0;0.0;0.0;3516;GAMING;30 DIAS;MEDIA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1989;"CABINA 15"" RGB BLUETOOTH JYR J5209";;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;970000,000000;780000,000000;0.0;0.0;0.0;5738065152093;SONIDO;30 DIAS;MEDIA;07/11/2022;J&R;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1990;CARGADOR PARA MINILENOVO 20V 2A LEN03MP;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;45000,000000;19900,000000;0.0;0.0;0.0;10285;ENERGIA;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1991;CARGADOR PARA HP 19.5V 2.31A HP14MP;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;60000,000000;39900,000000;0.0;0.0;0.0;10741;ENERGIA;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1992;CARGADOR PARA MONITOR LG 19V 1.3A LG05MP;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;60000,000000;38900,000000;0.0;0.0;0.0;10790;ENERGIA;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1993;CONVERTIDOR DE VGA A HDMI LH001;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;35000,000000;19900,000000;0.0;0.0;0.0;11184;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1994;HUB TIPO C 8 EN 1 HDTV JALTECH LH036;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;135000,000000;99900,000000;0.0;0.0;0.0;11234;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1995;LAPTOP STAND X1;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;29000,000000;19900,000000;0.0;0.0;0.0;11267;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1996;MINI MOUSE W102 NEGRO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;27000,000000;18900,000000;0.0;0.0;0.0;11311;MOUSES;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1997;MINI MOUSE ROJO W102;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;27000,000000;17765,000000;0.0;0.0;0.0;11312;MOUSES;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1998;MINI MOUSE AZUL W108;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;29000,000000;20900,000000;0.0;0.0;0.0;11316;MOUSES;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
1999;MINI AUDIO DONGLE 3.5MM CAR LH065;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;29000,000000;19900,000000;0.0;0.0;0.0;11320;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
2000;CARGADOR PARA HP P AMARILLA 18.5V 3.5A BSKH02;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;39000,000000;19900,000000;0.0;0.0;0.0;8017932;ENERGIA;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
2001;CARGADOR PARA HP P.AZUL 19.5V 3.33A BSKH04;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;55000,000000;34900,000000;0.0;0.0;0.0;80179;ENERGIA;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
2002;CARGADOR PARA SAMSUNG 19V 3.16A BSKSAM01;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;35000,000000;28900,000000;0.0;0.0;0.0;80183;ENERGIA;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
2003;CARGADOR PARA DELL 19.5V 3.34A BSKDL01;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;55000,000000;32900,000000;0.0;0.0;0.0;80186;ENERGIA;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
2004;CABLE HDMI 1.5 M JALTECH;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;10000,000000;5900,000000;0.0;0.0;0.0;7709368593003;CABLES;30 DIAS;MEDIA;07/11/2022;JALTECH;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
2005;AUDIFONOS BLUETTOTH DE CONDUCCION OSEA HAVIT E53;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;175000,000000;130000,000000;0.0;0.0;0.0;6939119041489;SONIDO;30 DIAS;MEDIA;07/11/2022;HAVIT;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
2006;SMARTWATCH QS8;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;220000,000000;180000,000000;0.0;0.0;0.0;78965413265876164987542;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;HAVIT;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
2007;DIADEMA GAMER STARTEC ST-G20 3.5MM;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;37000,000000;25000,000000;0.0;0.0;0.0;7703165014877;SONIDO;30 DIAS;MEDIA;07/11/2022;HAVIT;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
2008;AUDIFONOS TIPO AIRPODS AIRPODS 3;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;125000,000000;85000,000000;0.0;0.0;0.0;21073;SONIDO;30 DIAS;MEDIA;07/11/2022;MIGUEL SISUBIT;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
2009;ADAPTADOR ELECTRICO DE TRES A DOS PLANO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;3000,000000;2200,000000;0.0;0.0;0.0;3050;ENERGIA;30 DIAS;MEDIA;07/11/2022;MIGUEL SISUBIT;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
2010;MOUSE INALAMBRICO SISUBIT;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;27000,000000;17000,000000;0.0;0.0;0.0;25103;MOUSES;30 DIAS;MEDIA;07/11/2022;MIGUEL SISUBIT;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
2011;MEMORIA MUSICA SENCILLA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;10000,000000;5000,000000;0.0;0.0;0.0;21074;SONIDO;30 DIAS;MEDIA;07/11/2022;POETA;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
2012;MEMORIA USB 32GB MAXELL FLIX NEGRO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;27000,000000;14900,000000;0.0;0.0;0.0;025215717246;ALMACENAMIENTO;30 DIAS;MEDIA;07/11/2022;@PC;Si;Si;Plantilla items - 2026-01-20 - 5.xlsx;
2013;UPS CDP 750VA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;229000,000000;175000,000000;0.0;0.0;0.0;879071000307;ENERGIA;30 DIAS;MEDIA;07/11/2022;@PC;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2014;TONER HP 151A ORIGINAL;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;650000,000000;575000,000000;0.0;0.0;0.0;4LJP;IMPRESION;30 DIAS;MEDIA;07/11/2022;@PC;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2015;CABLE TREBOL 3 MTS WD;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;10000,000000;6000,000000;0.0;0.0;0.0;790910340197;CABLES;30 DIAS;MEDIA;07/11/2022;WD;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2016;CONVERTIDOR DE MINI DP A VGA;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;17000,000000;7000,000000;0.0;0.0;0.0;25104;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;WD;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2017;MOUSE VERTICAL INALAMBRICO PILAS EZI;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;45000,000000;31000,000000;0.0;0.0;0.0;790910341057;MOUSES;30 DIAS;MEDIA;07/11/2022;WD;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2018;CABLE 3X3 PUNTA DORADA EZI;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;8000,000000;5000,000000;0.0;0.0;0.0;790910340364;CABLES;30 DIAS;MEDIA;07/11/2022;WD;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2019;RADIO PREGONERO SB-R1002BT;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;55000,000000;38000,000000;0.0;0.0;0.0;25105;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;SOLUENERGIA;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2020;ADAPTADOR DE CORRIENTE EUROPEO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;15000,000000;8500,000000;0.0;0.0;0.0;3051;ENERGIA;30 DIAS;MEDIA;07/11/2022;SOLUENERGIA;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2021;ADAPTADOR 12V 1A;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;10000,000000;3500,000000;0.0;0.0;0.0;3018;ENERGIA;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2022;CABEZAL CANON G3110 NEGRO;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;250000,000000;211131,000000;0.0;0.0;0.0;NZMW24439;IMPRESION;30 DIAS;MEDIA;07/11/2022;VARIOS;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2023;PARLANTE JBL FLIP 6 GRIS;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;550000,000000;400600,000000;0.0;0.0;0.0;6925281993091;SONIDO;30 DIAS;MEDIA;07/11/2022;AMAZON;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
2024;CAJON MONEDERO 3NSTAR;;;;;;;;;;Ventas;Inventarios;Costos del inventario;Unidad;;Si;215000,000000;160000,000000;0.0;0.0;0.0;0008532110050921588;ACCESORIOS Y PERIFERICOS;30 DIAS;MEDIA;07/11/2022;LEDACOM;Si;Si;Plantilla items - 2026-01-20 - 6.xlsx;
